"ef1";"personengruppe";"ef3";"ef4";"region";"ef9";"ef10";"ef15";"ef16u1";"ef16u2";"ef17";"ef18";"ef19";"ef20";"ef21";"ef22";"ef23";"ef24";"ef25";"ef26";"ef27";"ef28";"ef29";"ef38";"ef40";"ef41";"ef42";"ef43";"ef44";"ef45";"ef47";"ef50";"ef53";"b52"
958;101;1;5;1;3;1;43;1;6;1;40;174;0;3897;0;0;698;823;360;48446;2870;"30";2004.09;9;36;"2";7;2376;48446;2870;51.43;0;2060.84
958;101;5;5;1;3;2;71;1;2;1;40;174;0;3092;0;0;207;636;360;39876;2867;"30";2004.09;13;58;"4";3;2249;39876;2867;51.43;0;2060.84
958;101;15;5;1;1;1;62;1;2;1;40;174;0;6989;0;0;1898;1171;360;84000;;"30";2004.09;17;55;"1";6;3920;84000;;51.43;0;2060.84
958;101;8;5;1;4;1;51;1;1;1;40;174;0;2554;0;0;94;523;360;33455;3000;"30";2004.09;12;43;"4";2;1937;33455;3000;51.43;0;2060.84
958;101;12;5;1;3;1;61;1;2;2;40;174;0;2453;0;0;305;502;360;31644;2365;"30";2004.09;1;22;"3";3;1646;31644;2365;51.43;0;2060.84
958;101;2;5;1;3;1;61;1;2;1;40;174;0;3457;0;0;275;714;360;45113;3905;"30";2004.09;29;61;"4";3;2468;45113;3905;51.43;0;2060.84
958;101;4;5;1;3;1;61;1;6;1;40;174;0;2955;0;0;429;624;360;36522;3160;"30";2004.09;26;53;"3";7;1902;36522;3160;51.43;0;2060.84
959;101;6;5;1;3;2;63;8;2;1;34;147;0;2000;0;0;195;413;360;26321;2321;"30";4153.93;8;30;"5";3;1392;26321;2321;51.43;0;4258.27
959;109;12;5;1;;1;62;8;3;5;8;36;0;373;0;0;0;0;240;3087;0;"4";4153.93;1;19;"9";3;373;4631;0;34.29;8.29;4258.27
959;101;11;5;1;4;1;51;1;2;2;40;173;0;2100;0;0;216;442;210;16289;1413;"24";4153.93;1;26;"4";3;1442;27924;2422;30;0;4258.27
959;101;4;5;1;3;2;63;8;2;1;25;110;0;1550;0;0;89;324;360;20370;1770;"14";4153.93;11;48;"5";3;1137;20370;1770;51.43;0;4258.27
959;101;3;5;1;2;1;71;1;2;1;40;173;0;3063;0;0;199;612;360;41246;4486;"30";4153.93;11;38;"3";3;2252;41246;4486;51.43;0;4258.27
959;101;7;5;1;4;2;62;8;7;1;29;127;0;1700;0;0;128;349;360;18524;1349;"30";4153.93;6;24;"5";1;1223;18524;1349;51.43;0;4258.27
959;109;9;5;1;;2;62;8;1;5;6;28;0;291;0;0;0;0;180;1785;0;"3";4153.93;2;20;"9";2;291;3570;0;25.71;6.44;4258.27
959;101;1;5;1;4;2;62;8;1;1;32;140;0;1980;0;0;190;410;360;26806;2326;"30";4153.93;16;60;"5";2;1380;26806;2326;51.43;0;4258.27
959;101;10;5;1;3;1;62;1;2;2;40;173;0;2350;0;0;280;479;297;25718;2501;"30";4153.93;1;27;"5";3;1591;31173;3032;42.43;0;4258.27
959;101;2;5;1;2;1;71;1;6;1;40;173;0;3513;0;0;290;712;360;47671;5512;"30";4153.93;15;47;"2";7;2511;47671;5512;51.43;0;4258.27
959;101;8;5;1;3;1;62;1;2;1;40;173;0;2477;0;0;311;507;327;29987;3631;"30";4153.93;5;55;"5";3;1659;33013;3997;46.71;0;4258.27
959;101;5;5;1;3;1;62;1;2;1;40;173;0;2750;0;0;355;558;333;33495;2979;"35";4153.93;10;58;"5";3;1837;36211;3221;47.57;0;4258.27
960;101;5;2;1;3;1;28;1;1;1;37;161;0;2683;0;88;351;544;360;35790;3584;"30";4233.16;4;44;"8";3;1788;35790;3584;51.43;0;4361.09
960;102;11;2;1;;2;71;0;3;3;37;161;0;956;0;0;0;195;360;13444;1560;"30";4233.16;2;21;"4";3;761;13444;1560;51.43;0;4361.09
960;101;8;2;1;3;1;28;1;7;1;37;161;0;2836;0;159;131;575;356;37784;3741;"30";4233.16;4;51;"8";2;2130;38209;3783;50.86;0;4361.09
960;101;4;2;1;4;1;28;1;2;1;37;161;0;2772;0;362;102;528;270;25969;818;"30";4233.16;4;34;"8";3;2142;34625;1091;38.57;0;4361.09
960;101;2;2;1;3;1;28;1;2;1;37;161;0;3612;0;605;247;674;360;49866;6157;"30";4233.16;4;34;"8";3;2691;49866;6157;51.43;0;4361.09
960;101;3;2;1;3;1;28;1;7;1;37;161;0;3186;0;448;116;542;360;38506;3854;"30";4233.16;4;48;"8";2;2528;38506;3854;51.43;0;4361.09
960;101;12;2;1;2;1;28;1;6;1;40;174;0;6333;0;0;1190;1137;360;76000;0;"30";4233.16;4;62;"2";7;4006;76000;0;51.43;0;4361.09
960;101;16;2;1;1;2;71;1;6;1;40;174;0;4615;0;0;942;933;360;60000;4615;"30";4233.16;4;47;"1";7;2740;60000;4615;51.43;0;4361.09
960;101;10;2;1;3;2;61;1;2;1;37;161;0;2582;0;0;327;524;360;34631;3091;"30";4233.16;2;25;"4";3;1731;34631;3091;51.43;0;4361.09
960;101;6;2;1;3;1;28;1;7;1;37;161;0;3142;0;410;385;563;360;40315;4065;"30";4233.16;4;55;"8";2;2194;40315;4065;51.43;0;4361.09
960;101;9;2;1;3;1;28;1;3;1;37;161;0;2630;0;206;72;508;360;33421;3573;"30";4233.16;4;54;"8";3;2050;33421;3573;51.43;0;4361.09
960;101;7;2;1;3;1;28;1;7;1;37;161;0;3089;0;225;176;621;360;39767;4031;"30";4233.16;4;60;"8";2;2292;39767;4031;51.43;0;4361.09
960;101;13;2;1;2;1;27;1;4;1;40;174;0;5000;0;0;612;963;360;60000;0;"30";4233.16;4;60;"3";4;3425;60000;0;51.43;0;4361.09
960;101;1;2;1;3;1;28;1;7;1;37;161;0;2750;0;276;105;545;360;36654;3689;"30";4233.16;4;55;"8";2;2100;36654;3689;51.43;0;4361.09
960;102;14;2;1;;1;71;0;3;3;37;161;0;956;0;0;0;195;360;13404;1480;"30";4233.16;2;21;"4";3;761;13404;1480;51.43;0;4361.09
960;101;15;2;1;3;1;51;1;2;1;37;161;0;3870;0;0;637;781;281;46219;9878;"30";4233.16;4;55;"3";3;2452;59213;12655;40.14;0;4361.09
961;101;3;10;1;3;1;71;1;6;1;40;174;0;4537;0;0;914;880;270;50281;6517;"30";6418.46;2;29;"2";7;2743;67041;8689;38.57;0;6687.4
961;101;4;10;1;3;1;43;1;6;1;40;174;0;4500;0;0;895;929;270;42161;324;"30";6418.46;0;30;"2";7;2676;56215;432;38.57;0;6687.4
961;101;2;10;1;2;1;72;1;3;1;40;174;0;7000;0;0;19;15;360;84000;;"30";6418.46;7;55;"3";3;66;84000;;51.43;0;6687.4
961;101;5;10;1;3;1;27;1;6;1;40;174;0;4417;0;0;869;911;270;38705;305;"23";6418.46;0;27;"2";7;2637;51607;407;38.57;0;6687.4
961;101;1;10;1;3;1;43;1;7;1;40;174;0;4769;0;0;614;1004;360;58178;1465;"30";6418.46;1;37;"2";7;3151;58178;1465;51.43;0;6687.4
962;102;1;13;1;;2;81;0;2;3;39;167;0;730;0;0;0;123;210;5502;0;"17";3959.16;3;21;"5";3;607;9432;0;30;0;4285.55
963;101;1;10;1;3;1;23;1;2;2;43;180;0;2135;0;0;246;435;360;25621;0;"27";1623.19;5;55;"2";3;1454;25621;0;51.43;0;1818.86
964;101;1;5;1;4;1;51;1;2;1;40;174;0;2250;0;0;255;460;360;27000;0;"30";4922.39;3;63;"4";3;1535;27000;0;51.43;0;5570.07
964;109;2;5;1;;2;71;8;2;5;10;45;0;450;0;0;0;0;330;4950;0;"6";4922.39;0;51;"4";3;450;5400;0;47.14;10.36;5570.07
965;109;2;9;1;;2;54;8;2;5;3;13;0;132;0;0;0;0;360;1361;0;"3";1963.76;1;23;"9";3;132;1361;0;51.43;2.99;2256.54
965;101;1;9;1;3;1;61;1;2;1;39;167;0;3014;0;0;142;587;360;36170;0;"30";1963.76;5;46;"3";3;2285;36170;0;51.43;0;2256.54
966;101;1;15;1;4;1;82;8;7;1;15;60;0;600;0;0;0;97;270;6595;0;"8";2429.01;0;21;"5";3;503;8793;0;38.57;0;2764.89
966;101;2;15;1;5;1;82;8;7;1;14;55;0;550;0;0;0;80;360;6600;0;"8";2429.01;1;23;"5";3;470;6600;0;51.43;0;2764.89
967;101;4;7;1;4;2;63;1;7;1;40;174;0;2101;0;0;0;378;300;18580;0;"25";1924.45;0;30;"5";1;1723;22296;0;42.86;0;2097.01
967;106;3;7;1;4;2;63;8;7;1;20;87;0;792;0;0;0;140;270;5356;0;"9";1924.45;0;26;"5";1;652;7141;0;38.57;0;2097.01
967;109;10;7;1;;2;63;8;7;5;10;43;0;456;0;0;0;0;330;5217;0;"6";1924.45;4;25;"5";1;456;5691;0;47.14;9.9;2097.01
967;101;6;7;1;4;2;63;8;7;1;20;87;0;1236;0;0;0;196;120;5034;0;"4";1924.45;0;21;"5";1;1040;15102;0;17.14;0;2097.01
967;109;2;7;1;;2;63;8;7;5;0;13;0;116;0;0;0;0;270;1324;0;"2";1924.45;0;22;"5";1;116;1765;0;38.57;2.99;2097.01
967;101;7;7;1;4;1;63;1;7;1;40;174;0;1706;0;0;0;273;150;8757;0;"18";1924.45;0;26;"5";1;1433;21017;0;21.43;0;2097.01
967;101;1;7;1;3;2;63;1;7;1;40;174;0;2632;0;0;648;542;300;31584;0;"20";1924.45;0;42;"5";1;1442;37901;0;42.86;0;2097.01
967;109;5;7;1;;2;63;8;7;5;8;35;0;418;0;0;0;0;180;2494;0;"3";1924.45;1;18;"5";1;418;4988;0;25.71;8.06;2097.01
967;101;9;7;1;4;1;63;1;7;1;40;174;0;1597;0;0;0;287;180;9129;0;"21";1924.45;2;26;"5";1;1310;18258;0;25.71;0;2097.01
967;106;8;7;1;4;1;63;8;7;1;20;87;0;787;0;0;0;139;360;9097;0;"11";1924.45;1;24;"5";1;648;9097;0;51.43;0;2097.01
968;101;3;15;1;3;2;82;8;2;1;19;83;0;830;0;0;82;168;360;11037;100;"11";7556.81;0;37;"5";3;580;11037;100;51.43;0;8601.76
968;101;2;15;1;3;2;82;8;2;1;30;130;0;1270;0;0;27;258;360;17114;260;"23";7556.81;2;43;"5";3;985;17114;260;51.43;0;8601.76
968;102;1;15;1;;1;82;0;7;3;39;169;0;600;0;0;0;122;360;8150;150;"13";7556.81;3;20;"5";2;478;8150;150;51.43;0;8601.76
969;101;3;5;1;3;2;62;8;2;1;23;98;0;1555;0;0;90;322;360;20460;1823;"13";2580.37;4;44;"5";3;1143;20460;1823;51.43;0;2645.18
969;101;15;5;1;3;1;62;1;2;2;38;163;0;2579;0;0;99;525;360;32991;2140;"30";2580.37;0;37;"5";3;1955;32991;2140;51.43;0;2645.18
969;101;9;5;1;3;1;62;1;2;1;38;163;0;2579;0;0;335;531;360;31312;2636;"30";2580.37;4;59;"5";6;1713;31312;2636;51.43;0;2645.18
969;101;5;5;1;3;2;62;1;2;1;38;163;0;2579;0;0;337;528;360;33671;2876;"30";2580.37;4;61;"5";3;1714;33671;2876;51.43;0;2645.18
969;101;13;5;1;3;2;51;1;2;2;38;163;0;2579;0;0;335;531;180;17688;1438;"21";2580.37;2;44;"4";3;1713;35376;2876;25.71;0;2645.18
969;101;6;5;1;3;2;62;1;1;1;38;163;0;3400;0;0;553;682;360;45091;4286;"30";2580.37;4;43;"5";2;2165;45091;4286;51.43;0;2645.18
969;101;2;5;1;1;1;62;1;2;1;40;174;0;4413;0;0;555;721;300;57333;4200;"25";2580.37;12;33;"1";4;3137;68800;5040;42.86;0;2645.18
969;101;4;5;1;3;2;51;8;1;1;30;130;0;2254;0;0;256;462;360;30229;2414;"17";2580.37;4;51;"4";2;1536;30229;2414;51.43;0;2645.18
969;101;14;5;1;3;2;62;1;2;1;38;163;0;2601;0;0;317;516;360;34624;3264;"30";2580.37;2;44;"5";3;1768;34624;3264;51.43;0;2645.18
969;101;1;5;1;1;1;62;1;2;1;40;174;0;6954;0;0;1818;1107;360;84000;;"30";2580.37;25;42;"1";3;4029;84000;;51.43;0;2645.18
969;101;8;5;1;3;2;62;8;2;1;19;81;0;1298;0;0;36;272;360;17429;1443;"11";2580.37;4;61;"5";3;990;17429;1443;51.43;0;2645.18
969;101;11;5;1;1;1;62;1;3;1;40;174;0;3713;0;0;558;684;360;49819;4937;"30";2580.37;3;58;"5";7;2471;49819;4937;51.43;0;2645.18
969;101;7;5;1;3;1;62;1;1;1;38;163;0;2602;0;0;90;526;120;11272;962;"14";2580.37;4;37;"5";3;1986;33816;2886;17.14;0;2645.18
969;101;10;5;1;3;1;62;1;2;1;38;163;0;2400;0;0;288;504;360;34697;4590;"30";2580.37;3;34;"5";3;1608;34697;4590;51.43;0;2645.18
969;101;12;5;1;3;1;51;1;4;1;38;163;0;2185;0;0;238;450;360;32409;3511;"30";2580.37;2;30;"4";4;1497;32409;3511;51.43;0;2645.18
970;102;5;9;1;;2;72;0;3;3;38;165;0;1138;0;0;14;231;360;16183;1812;"30";4124.85;2;23;"3";3;893;16183;1812;51.43;0;4159.41
970;101;2;9;1;2;1;72;1;4;1;38;165;0;4568;0;0;893;869;360;74943;20064;"30";4124.85;4;40;"3";4;2806;74943;20064;51.43;0;4159.41
970;101;3;9;1;2;2;72;1;2;1;38;165;0;4615;0;0;935;936;180;32272;4557;"20";4124.85;4;57;"3";3;2744;64544;9114;25.71;0;4159.41
970;101;1;9;1;2;1;72;1;2;1;38;165;0;5932;0;0;920;1056;360;84000;;"30";4124.85;4;52;"3";3;3956;84000;;51.43;0;4159.41
970;101;4;9;1;2;1;72;1;3;1;38;165;0;5416;0;0;1219;1034;360;71247;4595;"30";4124.85;1;28;"3";4;3163;71247;4595;51.43;0;4159.41
971;101;1;1;1;4;1;11;1;6;1;40;173;0;2175;0;0;134;337;360;26102;0;"24";1214.28;2;45;"9";7;1704;26102;0;51.43;0;1400.73
972;101;17;2;1;1;1;27;1;6;1;40;174;0;7000;0;0;22;13;360;84000;;"31";3253.26;30;55;"2";7;65;84000;;51.43;0;3351.58
972;101;1;2;1;2;1;43;1;6;1;35;152;0;5981;0;0;947;1056;240;56000;;"20";3253.26;21;65;"2";7;3978;84000;;34.29;0;3351.58
972;101;2;2;1;1;1;27;1;6;1;35;152;0;6063;0;0;970;1087;360;83318;9840;"30";3253.26;2;36;"2";7;4006;83318;9840;51.43;0;3351.58
972;101;18;2;1;1;1;43;1;3;1;40;174;0;6640;0;0;1711;1246;360;84000;;"35";3253.26;11;42;"2";3;3683;84000;;51.43;0;3351.58
972;101;11;2;1;1;1;43;1;6;1;35;152;0;6739;0;0;1719;1141;360;84000;;"30";3253.26;10;48;"2";7;3879;84000;;51.43;0;3351.58
972;101;12;2;1;1;1;43;1;6;1;35;152;0;7000;0;0;27;15;360;84000;;"31";3253.26;31;56;"2";7;58;84000;;51.43;0;3351.58
972;101;8;2;1;1;1;51;1;6;1;35;152;0;7000;0;0;6;9;360;84000;;"30";3253.26;24;49;"2";7;86;84000;;51.43;0;3351.58
972;101;21;2;1;1;1;43;1;6;1;40;174;0;7000;0;0;22;13;360;84000;;"30";3253.26;10;40;"2";7;65;84000;;51.43;0;3351.58
972;101;19;2;1;1;1;43;1;6;1;35;152;0;7000;0;0;23;16;360;84000;;"30";3253.26;2;49;"2";7;60;84000;;51.43;0;3351.58
972;102;4;2;1;;1;26;0;7;3;35;152;0;1127;0;0;12;222;360;15371;1642;"30";3253.26;1;19;"3";3;893;15371;1642;51.43;0;3351.58
972;101;13;2;1;2;1;43;1;6;1;35;152;0;5846;0;0;1436;1062;360;79505;8997;"30";3253.26;1;36;"2";7;3348;79505;8997;51.43;0;3351.58
972;101;15;2;1;1;1;43;1;4;1;35;152;0;7000;0;0;25;13;360;84000;;"30";3253.26;12;56;"2";4;62;84000;;51.43;0;3351.58
972;101;3;2;1;2;1;71;1;3;1;40;174;0;5791;0;0;1407;1069;360;81683;10095;"30";3253.26;4;25;"4";3;3315;81683;10095;51.43;0;3351.58
972;101;6;2;1;1;1;71;1;4;1;35;152;0;7000;0;0;22;9;360;84000;;"30";3253.26;18;37;"3";4;69;84000;;51.43;0;3351.58
972;101;14;2;1;3;2;71;8;7;1;25;109;0;3309;0;0;533;681;360;47584;6187;"15";3253.26;42;60;"4";2;2095;47584;6187;51.43;0;3351.58
972;101;10;2;1;2;1;25;1;6;1;40;174;0;6709;0;45;1758;1182;360;84000;;"30";3253.26;10;30;"2";7;3769;84000;;51.43;0;3351.58
972;101;20;2;1;1;1;27;1;6;1;35;152;0;6347;0;0;1028;1203;360;84000;;"30";3253.26;15;41;"2";7;4116;84000;;51.43;0;3351.58
972;101;16;2;1;1;2;27;1;2;1;35;152;0;7000;0;0;30;12;360;84000;;"31";3253.26;37;55;"7";3;58;84000;;51.43;0;3351.58
972;101;7;2;1;2;1;27;1;6;1;35;152;0;1350;0;0;0;234;360;17472;1141;"30";3253.26;7;26;"2";7;1116;17472;1141;51.43;0;3351.58
972;101;5;2;1;2;1;26;1;4;1;35;152;0;5846;0;0;904;1064;360;81901;9581;"30";3253.26;2;53;"2";4;3878;81901;9581;51.43;0;3351.58
972;101;9;2;1;1;1;43;8;6;1;28;122;0;6903;0;0;1246;1121;360;84000;;"31";3253.26;38;65;"2";7;4536;84000;;51.43;0;3351.58
972;101;22;2;1;2;1;43;1;3;1;40;174;0;6803;0;0;1271;702;360;84000;;"30";3253.26;2;39;"2";4;4830;84000;;51.43;0;3351.58
973;101;1;15;1;3;2;82;8;2;1;28;122;0;1409;0;0;0;253;240;10870;0;"10";1619.34;3;32;"5";3;1156;16305;0;34.29;0;1843.26
974;190;1;14;1;3;1;84;1;5;1;40;170;0;1900;0;0;161;368;360;22800;0;"24";751.35;3;28;"3";6;1371;22800;0;51.43;0;862.28
975;810;1;11;1;1;1;71;8;6;1;0;40;0;1800;0;0;203;0;360;21900;0;"6";3792.37;4;37;"1";7;1597;21900;0;51.43;0;4679.7
975;109;2;11;1;;1;51;8;7;5;0;8;0;80;0;0;0;0;251;670;0;"1";3792.37;0;16;"9";1;80;961;0;35.86;1.84;4679.7
975;109;4;11;1;;1;51;8;7;5;0;16;0;166;0;0;0;0;270;1500;0;"2";3792.37;0;18;"9";1;166;2000;0;38.57;3.68;4679.7
975;109;3;11;1;;1;51;8;7;5;0;6;0;60;0;0;0;0;270;860;0;"1";3792.37;0;16;"9";1;60;1147;0;38.57;1.38;4679.7
976;109;1;7;1;;2;63;8;2;5;10;45;0;420;0;0;0;0;270;3960;0;"6";6028.92;3;50;"5";3;420;5280;0;38.57;10.36;7209.57
976;109;3;7;1;;2;29;8;3;5;0;13;0;127;0;0;0;0;360;3762;0;"2";6028.92;2;21;"9";3;127;3762;0;51.43;2.99;7209.57
976;101;2;7;1;4;2;63;8;1;1;20;85;0;845;0;0;84;170;330;8655;0;"17";6028.92;2;56;"5";2;591;9442;0;47.14;0;7209.57
976;109;4;7;1;;1;29;8;7;5;0;9;0;85;0;0;0;0;360;1017;0;"2";6028.92;1;37;"9";2;85;1017;0;51.43;2.07;7209.57
977;109;2;10;1;;2;54;8;7;5;5;20;0;240;0;0;0;0;360;2964;0;"3";5518.85;2;66;"9";2;240;2964;0;51.43;4.6;6184.12
977;101;5;10;1;3;2;71;8;2;1;20;86;0;1300;0;0;36;259;360;16871;0;"11";5518.85;2;41;"4";3;1005;16871;0;51.43;0;6184.12
977;101;4;10;1;3;1;41;1;2;1;40;173;0;2500;0;0;315;515;360;30640;0;"30";5518.85;1;27;"3";3;1670;30640;0;51.43;0;6184.12
977;101;3;10;1;3;1;27;8;1;1;30;130;0;1875;0;0;166;286;360;23340;0;"30";5518.85;1;56;"3";3;1423;23340;0;51.43;0;6184.12
977;101;1;10;1;2;1;27;8;2;1;30;130;0;2051;0;0;201;383;360;27333;0;"30";5518.85;2;59;"7";3;1467;27333;0;51.43;0;6184.12
978;109;1;5;1;;2;62;8;4;5;0;33;0;291;0;0;0;0;30;4583;0;"1";4922.39;1;60;"5";6;291;54996;0;4.29;7.59;5570.07
978;109;2;5;1;;2;62;8;2;5;0;33;0;287;0;0;0;0;30;3922;0;"1";4922.39;1;47;"5";3;287;47064;0;4.29;7.59;5570.07
978;109;3;5;1;;2;62;8;2;5;0;31;0;279;0;0;0;0;360;4212;0;"5";4922.39;1;38;"5";3;279;4212;0;51.43;7.13;5570.07
978;109;4;5;1;;1;62;8;5;5;0;33;0;325;0;0;0;0;30;2597;0;"1";4922.39;0;31;"5";6;325;31164;0;4.29;7.59;5570.07
979;101;2;9;1;1;1;72;1;4;1;40;174;0;2544;0;0;319;506;270;23588;1000;"23";2618.34;0;24;"3";4;1719;31451;1333;38.57;0;3008.72
979;101;1;9;1;1;1;71;1;2;1;40;174;0;2500;0;0;249;467;360;30160;0;"30";2618.34;2;50;"3";3;1784;30160;0;51.43;0;3008.72
980;101;4;3;1;3;1;26;1;2;1;39;169;27;5016;712;135;626;973;360;55499;5048;"30";1800.26;7;49;"7";3;3417;55499;5048;51.43;0;1788.73
980;101;2;3;1;3;1;25;1;2;1;39;169;0;4247;0;0;858;909;360;55512;5394;"30";1800.26;28;50;"8";3;2480;55512;5394;51.43;0;1788.73
980;101;1;3;1;4;2;54;8;2;1;10;42;0;795;0;0;74;156;360;11198;3332;"6";1800.26;35;63;"9";3;565;11198;3332;51.43;0;1788.73
980;101;3;3;1;3;2;31;1;2;1;39;169;0;4746;0;0;953;958;360;61855;5435;"30";1800.26;27;46;"3";3;2835;61855;5435;51.43;0;1788.73
980;101;5;3;1;3;1;25;1;2;1;39;169;0;4329;0;0;502;913;360;56580;5518;"30";1800.26;14;47;"8";3;2914;56580;5518;51.43;0;1788.73
980;101;7;3;1;3;1;25;1;2;1;39;169;0;3919;0;0;750;832;360;50854;4463;"30";1800.26;10;53;"8";3;2337;50854;4463;51.43;0;1788.73
980;101;6;3;1;3;1;25;1;2;1;39;169;0;3946;0;0;693;815;360;54899;5401;"30";1800.26;11;60;"8";3;2438;54899;5401;51.43;0;1788.73
981;101;7;10;1;2;1;92;1;6;1;37;161;0;7000;0;0;22;10;360;84000;;"31";1226.25;31;58;"2";7;68;84000;;51.43;0;1295.84
981;101;17;10;1;2;1;27;1;6;1;39;167;0;7000;0;0;19;15;360;84000;;"30";1226.25;15;49;"2";7;66;84000;;51.43;0;1295.84
981;101;18;10;1;2;1;27;1;6;1;37;161;0;6971;0;0;1911;1130;360;84000;;"30";1226.25;18;48;"2";7;3930;84000;;51.43;0;1295.84
981;101;1;10;1;2;1;27;1;6;1;37;161;0;6730;0;0;1201;1121;360;84000;;"30";1226.25;17;47;"2";7;4408;84000;;51.43;0;1295.84
981;101;3;10;1;2;1;27;1;6;1;40;174;0;7000;0;0;31;11;360;84000;;"30";1226.25;17;41;"2";7;59;84000;;51.43;0;1295.84
981;101;16;10;1;1;1;71;1;6;1;37;161;0;7000;0;0;23;12;360;84000;;"30";1226.25;17;55;"1";7;64;84000;;51.43;0;1295.84
981;101;11;10;1;1;1;71;1;6;1;37;161;0;7000;0;0;37;8;360;84000;;"30";1226.25;17;48;"1";7;55;84000;;51.43;0;1295.84
981;101;12;10;1;1;1;71;1;6;1;37;161;0;7000;0;0;25;11;360;84000;;"31";1226.25;34;60;"1";7;64;84000;;51.43;0;1295.84
981;101;5;10;1;2;1;27;1;6;1;37;161;0;6875;0;0;1988;1040;360;84000;;"30";1226.25;25;51;"2";7;3847;84000;;51.43;0;1295.84
981;101;6;10;1;1;1;25;1;6;1;37;161;0;7000;0;0;21;14;360;84000;;"31";1226.25;28;55;"2";7;65;84000;;51.43;0;1295.84
981;103;8;10;1;2;1;71;8;6;4;35;152;0;6522;0;0;571;824;360;78273;0;"31";1226.25;36;62;"2";7;5127;78273;0;51.43;0;1295.84
981;101;13;10;1;1;1;71;1;6;1;40;174;0;7000;0;0;27;12;360;84000;;"31";1226.25;30;55;"1";7;61;84000;;51.43;0;1295.84
981;101;15;10;1;1;1;27;1;6;1;37;161;0;7000;0;0;30;13;360;84000;;"33";1226.25;20;47;"2";7;57;84000;;51.43;0;1295.84
981;103;2;10;1;3;1;27;8;2;4;0;161;0;3748;0;0;103;805;360;44981;0;"31";1226.25;44;63;"3";3;2840;44981;0;51.43;0;1295.84
981;101;4;10;1;2;1;27;1;6;1;37;161;0;7000;0;0;28;13;360;84000;;"30";1226.25;15;42;"2";7;60;84000;;51.43;0;1295.84
981;101;14;10;1;2;1;27;1;6;1;37;161;0;7000;0;0;29;14;360;84000;;"31";1226.25;35;59;"2";7;58;84000;;51.43;0;1295.84
981;101;10;10;1;2;1;26;1;6;1;38;163;0;5629;0;0;1346;1027;360;70414;3763;"30";1226.25;9;28;"2";7;3256;70414;3763;51.43;0;1295.84
981;101;9;10;1;2;1;27;1;6;1;40;174;0;7000;0;0;21;14;360;84000;;"31";1226.25;32;59;"1";7;65;84000;;51.43;0;1295.84
982;101;2;5;1;3;1;62;1;2;2;42;180;0;2350;0;0;279;482;360;29588;1568;"27";4056.21;2;29;"5";6;1589;29588;1568;51.43;0;4158.09
982;101;3;5;1;3;2;62;1;2;1;40;174;0;2090;0;0;216;431;360;27070;1626;"30";4056.21;18;46;"5";3;1443;27070;1626;51.43;0;4158.09
982;101;12;5;1;3;2;51;8;7;2;25;109;0;1072;0;0;5;221;360;13687;634;"13";4056.21;3;26;"4";3;846;13687;634;51.43;0;4158.09
982;101;4;5;1;3;1;62;1;6;1;40;174;0;2071;0;0;214;420;360;26846;1630;"30";4056.21;18;64;"5";7;1437;26846;1630;51.43;0;4158.09
982;101;5;5;1;3;2;62;1;2;1;40;174;0;1810;0;0;153;369;360;24383;1543;"30";4056.21;12;59;"5";3;1288;24383;1543;51.43;0;4158.09
982;109;8;5;1;;2;62;8;7;5;0;49;2;470;20;0;0;0;98;5121;0;"2";4056.21;4;63;"5";3;470;18812;0;14;11.28;4158.09
982;101;1;5;1;3;1;62;1;2;1;42;180;0;2100;0;0;220;428;360;26889;1318;"27";4056.21;4;22;"5";3;1452;26889;1318;51.43;0;4158.09
982;101;9;5;1;4;2;62;8;2;2;25;109;0;1027;0;0;110;214;360;13040;534;"13";4056.21;3;55;"5";3;703;13040;534;51.43;0;4158.09
982;109;6;5;1;;2;62;8;7;5;0;42;0;402;0;0;0;14;70;4120;0;"2";4056.21;3;46;"5";3;388;21189;0;10;9.67;4158.09
982;109;11;5;1;;1;62;8;1;5;0;29;0;265;0;0;0;10;45;1928;0;"1";4056.21;0;19;"5";2;255;15424;0;6.43;6.67;4158.09
982;101;7;5;1;5;1;62;8;3;2;25;109;0;1000;0;0;0;207;240;8088;0;"9";4056.21;1;23;"9";3;793;12132;0;34.29;0;4158.09
982;101;10;5;1;3;1;62;1;2;1;42;180;0;2117;0;0;223;437;360;26936;1168;"27";4056.21;7;26;"5";3;1457;26936;1168;51.43;0;4158.09
983;109;7;10;1;;1;54;8;7;5;10;43;0;450;0;0;0;0;240;3045;0;"4";1167.07;1;23;"9";3;450;4568;0;34.29;9.9;1238.22
983;109;2;10;1;;1;54;8;7;5;7;30;0;375;0;0;0;0;240;2600;0;"3";1167.07;1;46;"9";3;375;3900;0;34.29;6.9;1238.22
983;109;10;10;1;;2;63;8;7;5;0;30;0;300;0;0;0;0;270;2825;0;"4";1167.07;1;43;"9";1;300;3767;0;38.57;6.9;1238.22
983;101;13;10;1;5;1;54;8;7;1;30;130;0;1800;0;0;150;369;270;18000;0;"12";1167.07;0;46;"9";2;1281;24000;0;38.57;0;1238.22
983;101;1;10;1;5;2;99;1;7;1;40;173;0;2700;0;0;366;559;240;23470;0;"25";1167.07;1;23;"3";3;1775;35205;0;34.29;0;1238.22
983;101;12;10;1;5;2;54;8;7;1;20;87;0;1818;0;0;0;378;240;13147;0;"8";1167.07;1;57;"9";2;1440;19721;0;34.29;0;1238.22
